year_notif,TiposVar,Risco,PC,Var,Loadings
2011,Ambiental e Saúde,Baixo,PC5,Área Hidrográfica,-0.185593013262088
2011,Ambiental e Saúde,Baixo,PC5,Incremento de Desmatamento,0.070727022026774
2011,Ambiental e Saúde,Baixo,PC5,Taxa de Migração Bruta,0.332595518532229
2011,Ambiental e Saúde,Baixo,PC5,% de detecção ativa,0.245175002203689
2011,Ambiental e Saúde,Baixo,PC5,Nuvem,-0.372592352366994
2011,Ambiental e Saúde,Baixo,PC5,Estabelecimento de nível de atenção básica,0.426263705031289
2011,Ambiental e Saúde,Baixo,PC5,Negativo,0.398175246382006
2011,Ambiental e Saúde,Baixo,PC5,Área desmatada,-0.019081426252328
2011,Ambiental e Saúde,Médio,PC1,Menor que meia cruz,0.006857337547031
2011,Ambiental e Saúde,Médio,PC1,Com Sintomas,-0.066786369355465
2011,Ambiental e Saúde,Médio,PC1,Área Hidrográfica,0.024932976362001
2011,Ambiental e Saúde,Médio,PC1,Incremento de Desmatamento,-0.520701121968245
2011,Ambiental e Saúde,Médio,PC1,Taxa de Migração Bruta,-0.300812325209634
2011,Ambiental e Saúde,Médio,PC1,% de detecção ativa,0.353586511739706
2011,Ambiental e Saúde,Médio,PC1,Nuvem,0.0806010980492
2011,Ambiental e Saúde,Médio,PC1,Estabelecimento de nível de atenção básica,-0.413816608412491
2011,Ambiental e Saúde,Médio,PC1,Negativo,0.215726058376742
2011,Ambiental e Saúde,Médio,PC1,Área desmatada,-0.532870824038085
2011,Ambiental e Saúde,Médio,PC2,Menor que meia cruz,-0.003290873860873
2011,Ambiental e Saúde,Médio,PC2,Com Sintomas,0.107590447075062
2011,Ambiental e Saúde,Médio,PC2,Área Hidrográfica,-0.502657813050148
2011,Ambiental e Saúde,Médio,PC2,Incremento de Desmatamento,-0.303367424182165
2011,Ambiental e Saúde,Médio,PC2,Taxa de Migração Bruta,0.416821460132181
2011,Ambiental e Saúde,Médio,PC2,% de detecção ativa,-0.371254365543414
2011,Ambiental e Saúde,Médio,PC2,Nuvem,-0.213123516898723
2011,Ambiental e Saúde,Médio,PC2,Estabelecimento de nível de atenção básica,-0.359356138311164
2011,Ambiental e Saúde,Médio,PC2,Negativo,-0.375906660612863
2011,Ambiental e Saúde,Médio,PC2,Área desmatada,-0.127603197922584
2011,Ambiental e Saúde,Médio,PC3,Menor que meia cruz,-0.535912527562476
2011,Ambiental e Saúde,Médio,PC3,Com Sintomas,0.697715666805273
2011,Ambiental e Saúde,Médio,PC3,Área Hidrográfica,0.082955131163684
2011,Ambiental e Saúde,Médio,PC3,Incremento de Desmatamento,0.002612392424625
2011,Ambiental e Saúde,Médio,PC3,Taxa de Migração Bruta,-0.229543680269873
2011,Ambiental e Saúde,Médio,PC3,% de detecção ativa,-0.228219765463994
2011,Ambiental e Saúde,Médio,PC3,Nuvem,-0.247752524445425
2011,Ambiental e Saúde,Médio,PC3,Estabelecimento de nível de atenção básica,0.006959912089151
2011,Ambiental e Saúde,Médio,PC3,Negativo,0.219427458248947
2011,Ambiental e Saúde,Médio,PC3,Área desmatada,-0.068916667332869
2011,Ambiental e Saúde,Médio,PC4,Menor que meia cruz,-0.157023937698712
2011,Ambiental e Saúde,Médio,PC4,Com Sintomas,0.118393047105884
2011,Ambiental e Saúde,Médio,PC4,Área Hidrográfica,0.401491631925712
2011,Ambiental e Saúde,Médio,PC4,Incremento de Desmatamento,-0.10278317983761
2011,Ambiental e Saúde,Médio,PC4,Taxa de Migração Bruta,0.023966940910947
2011,Ambiental e Saúde,Médio,PC4,% de detecção ativa,-0.296460289680444
2011,Ambiental e Saúde,Médio,PC4,Nuvem,0.730706805033902
2011,Ambiental e Saúde,Médio,PC4,Estabelecimento de nível de atenção básica,-0.105106441326346
2011,Ambiental e Saúde,Médio,PC4,Negativo,-0.388333053557427
2011,Ambiental e Saúde,Médio,PC4,Área desmatada,-0.072946417268135
2011,Ambiental e Saúde,Médio,PC5,Menor que meia cruz,0.64848038352768
2011,Ambiental e Saúde,Médio,PC5,Com Sintomas,0.266549604315297
2011,Ambiental e Saúde,Médio,PC5,Área Hidrográfica,0.445454382070045
2011,Ambiental e Saúde,Médio,PC5,Incremento de Desmatamento,-0.056978416969517
2011,Ambiental e Saúde,Médio,PC5,Taxa de Migração Bruta,0.230555792563755
2011,Ambiental e Saúde,Médio,PC5,% de detecção ativa,-0.303826441359081
2011,Ambiental e Saúde,Médio,PC5,Nuvem,-0.138856029058313
2011,Ambiental e Saúde,Médio,PC5,Estabelecimento de nível de atenção básica,-0.174300705163905
2011,Ambiental e Saúde,Médio,PC5,Negativo,0.332628228417748
2011,Ambiental e Saúde,Médio,PC5,Área desmatada,-0.031282634047721
2011,Ambiental e Saúde,Alto,PC1,Menor que meia cruz,0.1182961777115
2011,Ambiental e Saúde,Alto,PC1,Com Sintomas,-0.181383966941789
2011,Ambiental e Saúde,Alto,PC1,Área Hidrográfica,0.324200966498198
2011,Ambiental e Saúde,Alto,PC1,Incremento de Desmatamento,-0.363429288724816
2011,Ambiental e Saúde,Alto,PC1,Taxa de Migração Bruta,-0.455901631093794
2011,Ambiental e Saúde,Alto,PC1,% de detecção ativa,0.405652711094997
2011,Ambiental e Saúde,Alto,PC1,Nuvem,0.248217252798577
2011,Ambiental e Saúde,Alto,PC1,Estabelecimento de nível de atenção básica,-0.062166415715289
2011,Ambiental e Saúde,Alto,PC1,Negativo,0.349586066285872
2011,Ambiental e Saúde,Alto,PC1,Área desmatada,-0.394754925834026
2011,Ambiental e Saúde,Alto,PC2,Menor que meia cruz,-0.346589922724829
2011,Ambiental e Saúde,Alto,PC2,Com Sintomas,0.391137282746496
2011,Ambiental e Saúde,Alto,PC2,Área Hidrográfica,-0.170143282784522
2011,Ambiental e Saúde,Alto,PC2,Incremento de Desmatamento,-0.472067174479582
2011,Ambiental e Saúde,Alto,PC2,Taxa de Migração Bruta,-0.081659373190576
2011,Ambiental e Saúde,Alto,PC2,% de detecção ativa,-0.360511094267061
2011,Ambiental e Saúde,Alto,PC2,Nuvem,-0.082782248368006
2011,Ambiental e Saúde,Alto,PC2,Estabelecimento de nível de atenção básica,-0.164868987606646
2011,Ambiental e Saúde,Alto,PC2,Negativo,-0.235094096468873
2011,Ambiental e Saúde,Alto,PC2,Área desmatada,-0.499149754462653
2011,Ambiental e Saúde,Alto,PC3,Menor que meia cruz,0.386949470537343
2011,Ambiental e Saúde,Alto,PC3,Com Sintomas,-0.13888192814751
2011,Ambiental e Saúde,Alto,PC3,Área Hidrográfica,-0.35801122318548
2011,Ambiental e Saúde,Alto,PC3,Incremento de Desmatamento,-0.289531265956764
2011,Ambiental e Saúde,Alto,PC3,Taxa de Migração Bruta,-0.018152660281492
2011,Ambiental e Saúde,Alto,PC3,% de detecção ativa,0.301426674888664
2011,Ambiental e Saúde,Alto,PC3,Nuvem,-0.126456962379638
2011,Ambiental e Saúde,Alto,PC3,Estabelecimento de nível de atenção básica,0.507760236901356
2011,Ambiental e Saúde,Alto,PC3,Negativo,-0.491438791208844
2011,Ambiental e Saúde,Alto,PC3,Área desmatada,-0.111669427170832
2011,Ambiental e Saúde,Alto,PC4,Menor que meia cruz,-0.03629010987794
2011,Ambiental e Saúde,Alto,PC4,Com Sintomas,-0.486709951778659
2011,Ambiental e Saúde,Alto,PC4,Área Hidrográfica,-0.397827131169761
2011,Ambiental e Saúde,Alto,PC4,Incremento de Desmatamento,0.025044848816262
2011,Ambiental e Saúde,Alto,PC4,Taxa de Migração Bruta,-0.005830617683856
2011,Ambiental e Saúde,Alto,PC4,% de detecção ativa,0.149340755456531
2011,Ambiental e Saúde,Alto,PC4,Nuvem,-0.524844535878345
2011,Ambiental e Saúde,Alto,PC4,Estabelecimento de nível de atenção básica,-0.526018131662069
2011,Ambiental e Saúde,Alto,PC4,Negativo,0.098491392682083
2011,Ambiental e Saúde,Alto,PC4,Área desmatada,-0.136779773956905
2011,Ambiental e Saúde,Alto,PC5,Menor que meia cruz,0.713865132331772
2011,Ambiental e Saúde,Alto,PC5,Com Sintomas,0.373947289284283
2011,Ambiental e Saúde,Alto,PC5,Área Hidrográfica,0.237166066159518
2011,Ambiental e Saúde,Alto,PC5,Incremento de Desmatamento,-0.118655759305551
2011,Ambiental e Saúde,Alto,PC5,Taxa de Migração Bruta,0.323689079220693
2011,Ambiental e Saúde,Alto,PC5,% de detecção ativa,-0.015289611118862
2011,Ambiental e Saúde,Alto,PC5,Nuvem,-0.208275254758775
2011,Ambiental e Saúde,Alto,PC5,Estabelecimento de nível de atenção básica,-0.351217015169186
2011,Ambiental e Saúde,Alto,PC5,Negativo,0.041599876458346
2011,Ambiental e Saúde,Alto,PC5,Área desmatada,-0.082232293525601
2011,Socioeconômicas e Demográficas,Baixo,PC1,Educação Superior Completa,0.049281743160127
2011,Socioeconômicas e Demográficas,Baixo,PC1,Analfabeto,0.008722749751673
2011,Socioeconômicas e Demográficas,Baixo,PC1,5ª a 8ª séria incompleta,0.330601121159716
2011,Socioeconômicas e Demográficas,Baixo,PC1,Gestante,0.145220395300857
2011,Socioeconômicas e Demográficas,Baixo,PC1,Não é gestante,0.257887975182422
2011,Socioeconômicas e Demográficas,Baixo,PC1,Pecuária,0.019608989544981
2011,Socioeconômicas e Demográficas,Baixo,PC1,Agricultura,0.116191597896246
2011,Socioeconômicas e Demográficas,Baixo,PC1,Turismo,-0.00905693332145
2011,Socioeconômicas e Demográficas,Baixo,PC1,Doméstica,0.188362404052152
2011,Socioeconômicas e Demográficas,Baixo,PC1,Garimpagem,-0.422176815965514
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Parda,-0.161080900008449
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Indígena,0.029620410696946
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Preta,0.450338398415499
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Branca,-0.44764115907665
2011,Socioeconômicas e Demográficas,Baixo,PC1,Sexo Masculino,-0.335638530961387
2011,Socioeconômicas e Demográficas,Baixo,PC1,Idade Abaixo 5 anos,0.067744292567536
2011,Socioeconômicas e Demográficas,Baixo,PC1,Idade 15 a 49 anos,-0.160212502390239
2011,Socioeconômicas e Demográficas,Baixo,PC2,Educação Superior Completa,0.069430339315215
2011,Socioeconômicas e Demográficas,Baixo,PC2,Analfabeto,0.25848072246864
2011,Socioeconômicas e Demográficas,Baixo,PC2,5ª a 8ª séria incompleta,-0.03511072120426
2011,Socioeconômicas e Demográficas,Baixo,PC2,Gestante,-0.249904414766957
2011,Socioeconômicas e Demográficas,Baixo,PC2,Não é gestante,-0.433910503136092
2011,Socioeconômicas e Demográficas,Baixo,PC2,Pecuária,-0.024847309970641
2011,Socioeconômicas e Demográficas,Baixo,PC2,Agricultura,0.147640843034137
2011,Socioeconômicas e Demográficas,Baixo,PC2,Turismo,-0.023172536188235
2011,Socioeconômicas e Demográficas,Baixo,PC2,Doméstica,-0.375283032642011
2011,Socioeconômicas e Demográficas,Baixo,PC2,Garimpagem,-0.207149751845979
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Parda,0.061547987679906
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Indígena,0.001182003403606
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Preta,0.31686000989924
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Branca,-0.318049203458532
2011,Socioeconômicas e Demográficas,Baixo,PC2,Sexo Masculino,0.506465936545992
2011,Socioeconômicas e Demográficas,Baixo,PC2,Idade Abaixo 5 anos,0.044739129427658
2011,Socioeconômicas e Demográficas,Baixo,PC2,Idade 15 a 49 anos,-0.07647773431341
2011,Socioeconômicas e Demográficas,Baixo,PC3,Educação Superior Completa,-0.0479635710635
2011,Socioeconômicas e Demográficas,Baixo,PC3,Analfabeto,-0.09621808119287
2011,Socioeconômicas e Demográficas,Baixo,PC3,5ª a 8ª séria incompleta,0.174331382532159
2011,Socioeconômicas e Demográficas,Baixo,PC3,Gestante,0.090585249755467
2011,Socioeconômicas e Demográficas,Baixo,PC3,Não é gestante,0.001437687819695
2011,Socioeconômicas e Demográficas,Baixo,PC3,Pecuária,0.036842998665654
2011,Socioeconômicas e Demográficas,Baixo,PC3,Agricultura,0.007284624922157
2011,Socioeconômicas e Demográficas,Baixo,PC3,Turismo,0.020515449777153
2011,Socioeconômicas e Demográficas,Baixo,PC3,Doméstica,0.071625603651713
2011,Socioeconômicas e Demográficas,Baixo,PC3,Garimpagem,0.047241684677092
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Parda,0.032324158603702
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Indígena,-0.55485756490034
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Preta,0.239451906703613
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Branca,-0.031364604101396
2011,Socioeconômicas e Demográficas,Baixo,PC3,Sexo Masculino,0.138256817046665
2011,Socioeconômicas e Demográficas,Baixo,PC3,Idade Abaixo 5 anos,-0.558462892578636
2011,Socioeconômicas e Demográficas,Baixo,PC3,Idade 15 a 49 anos,0.492362223438219
2011,Socioeconômicas e Demográficas,Baixo,PC4,Educação Superior Completa,0.037725400642582
2011,Socioeconômicas e Demográficas,Baixo,PC4,Analfabeto,0.318617253545786
2011,Socioeconômicas e Demográficas,Baixo,PC4,5ª a 8ª séria incompleta,-0.371343253945451
2011,Socioeconômicas e Demográficas,Baixo,PC4,Gestante,-0.448505836741122
2011,Socioeconômicas e Demográficas,Baixo,PC4,Não é gestante,0.443546979312919
2011,Socioeconômicas e Demográficas,Baixo,PC4,Pecuária,-0.105458121581916
2011,Socioeconômicas e Demográficas,Baixo,PC4,Agricultura,0.361449232316859
2011,Socioeconômicas e Demográficas,Baixo,PC4,Turismo,0.328081436560946
2011,Socioeconômicas e Demográficas,Baixo,PC4,Doméstica,-0.050688722902158
2011,Socioeconômicas e Demográficas,Baixo,PC4,Garimpagem,-0.147341176262715
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Parda,-0.110287155069886
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Indígena,-0.05611174407164
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Preta,-0.039119063504901
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Branca,0.081598772323535
2011,Socioeconômicas e Demográficas,Baixo,PC4,Sexo Masculino,-0.113775951509223
2011,Socioeconômicas e Demográficas,Baixo,PC4,Idade Abaixo 5 anos,-0.223273724174092
2011,Socioeconômicas e Demográficas,Baixo,PC4,Idade 15 a 49 anos,0.035956781744174
2011,Socioeconômicas e Demográficas,Baixo,PC5,Educação Superior Completa,-0.088463771628322
2011,Socioeconômicas e Demográficas,Baixo,PC5,Analfabeto,0.441191519177205
2011,Socioeconômicas e Demográficas,Baixo,PC5,5ª a 8ª séria incompleta,-0.153210444068844
2011,Socioeconômicas e Demográficas,Baixo,PC5,Gestante,0.262324971468387
2011,Socioeconômicas e Demográficas,Baixo,PC5,Não é gestante,-0.101262874669172
2011,Socioeconômicas e Demográficas,Baixo,PC5,Pecuária,-0.363942035055707
2011,Socioeconômicas e Demográficas,Baixo,PC5,Agricultura,-0.449338071797052
2011,Socioeconômicas e Demográficas,Baixo,PC5,Turismo,0.394075773349156
2011,Socioeconômicas e Demográficas,Baixo,PC5,Doméstica,0.170869406038444
2011,Socioeconômicas e Demográficas,Baixo,PC5,Garimpagem,0.041512745296573
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Parda,0.051254290563994
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Indígena,0.216171477578926
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Preta,0.062745383233629
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Branca,-0.20628987489138
2011,Socioeconômicas e Demográficas,Baixo,PC5,Sexo Masculino,-0.039647462239083
2011,Socioeconômicas e Demográficas,Baixo,PC5,Idade Abaixo 5 anos,-0.002442123382739
2011,Socioeconômicas e Demográficas,Baixo,PC5,Idade 15 a 49 anos,0.277454191396781
2011,Socioeconômicas e Demográficas,Médio,PC1,Educação Superior Completa,0.083382768109327
2011,Socioeconômicas e Demográficas,Médio,PC1,Analfabeto,-0.080834817460799
2011,Socioeconômicas e Demográficas,Médio,PC1,5ª a 8ª séria incompleta,0.173800366616332
2011,Socioeconômicas e Demográficas,Médio,PC1,Gestante,-0.043319793669841
2011,Socioeconômicas e Demográficas,Médio,PC1,Não é gestante,-0.43005484943099
2011,Socioeconômicas e Demográficas,Médio,PC1,Pecuária,0.186203859186759
2011,Socioeconômicas e Demográficas,Médio,PC1,Agricultura,0.283223188806585
2011,Socioeconômicas e Demográficas,Médio,PC1,Turismo,-0.221291273660203
2011,Socioeconômicas e Demográficas,Médio,PC1,Doméstica,-0.216087980668861
2011,Socioeconômicas e Demográficas,Médio,PC1,Garimpagem,0.197384363025121
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Parda,0.166879941947876
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Indígena,0.107160548056759
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Preta,-0.326260378639441
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Branca,0.29346617891522
2011,Socioeconômicas e Demográficas,Médio,PC1,Sexo Masculino,0.492403214274875
2011,Socioeconômicas e Demográficas,Médio,PC1,Idade Abaixo 5 anos,-0.086506193642139
2011,Socioeconômicas e Demográficas,Médio,PC1,Idade 15 a 49 anos,0.195259419986327
2011,Socioeconômicas e Demográficas,Médio,PC2,Educação Superior Completa,-0.116247137278259
2011,Socioeconômicas e Demográficas,Médio,PC2,Analfabeto,0.181578758509425
2011,Socioeconômicas e Demográficas,Médio,PC2,5ª a 8ª séria incompleta,-0.268302771343803
2011,Socioeconômicas e Demográficas,Médio,PC2,Gestante,0.404200569478481
2011,Socioeconômicas e Demográficas,Médio,PC2,Não é gestante,-0.233147573045543
2011,Socioeconômicas e Demográficas,Médio,PC2,Pecuária,-0.087270297733085
2011,Socioeconômicas e Demográficas,Médio,PC2,Agricultura,0.03000943640085
2011,Socioeconômicas e Demográficas,Médio,PC2,Turismo,-0.232282235014061
2011,Socioeconômicas e Demográficas,Médio,PC2,Doméstica,0.102275152283614
2011,Socioeconômicas e Demográficas,Médio,PC2,Garimpagem,-0.22595113809336
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Parda,0.175636639445803
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Indígena,0.14442395947266
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Preta,-0.252016944490718
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Branca,0.073267051226789
2011,Socioeconômicas e Demográficas,Médio,PC2,Sexo Masculino,-0.017493221031937
2011,Socioeconômicas e Demográficas,Médio,PC2,Idade Abaixo 5 anos,0.460849035446486
2011,Socioeconômicas e Demográficas,Médio,PC2,Idade 15 a 49 anos,-0.454458690388674
2011,Socioeconômicas e Demográficas,Médio,PC3,Educação Superior Completa,0.129277951010015
2011,Socioeconômicas e Demográficas,Médio,PC3,Analfabeto,0.436815622668575
2011,Socioeconômicas e Demográficas,Médio,PC3,5ª a 8ª séria incompleta,-0.031024894944406
2011,Socioeconômicas e Demográficas,Médio,PC3,Gestante,0.02771723349662
2011,Socioeconômicas e Demográficas,Médio,PC3,Não é gestante,-0.220751486306132
2011,Socioeconômicas e Demográficas,Médio,PC3,Pecuária,-0.037891095167703
2011,Socioeconômicas e Demográficas,Médio,PC3,Agricultura,0.335916682354378
2011,Socioeconômicas e Demográficas,Médio,PC3,Turismo,-0.156869007473624
2011,Socioeconômicas e Demográficas,Médio,PC3,Doméstica,-0.094322805456981
2011,Socioeconômicas e Demográficas,Médio,PC3,Garimpagem,-0.16339187564397
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Parda,-0.271379077973842
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Indígena,-0.333381660080836
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Preta,0.49452315429514
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Branca,-0.187989437955191
2011,Socioeconômicas e Demográficas,Médio,PC3,Sexo Masculino,0.230624800759708
2011,Socioeconômicas e Demográficas,Médio,PC3,Idade Abaixo 5 anos,0.182406418633756
2011,Socioeconômicas e Demográficas,Médio,PC3,Idade 15 a 49 anos,0.128050639007792
2011,Socioeconômicas e Demográficas,Médio,PC4,Educação Superior Completa,0.308293378136186
2011,Socioeconômicas e Demográficas,Médio,PC4,Analfabeto,-0.098800142094931
2011,Socioeconômicas e Demográficas,Médio,PC4,5ª a 8ª séria incompleta,0.195180003720157
2011,Socioeconômicas e Demográficas,Médio,PC4,Gestante,0.128465629696051
2011,Socioeconômicas e Demográficas,Médio,PC4,Não é gestante,0.083909531922588
2011,Socioeconômicas e Demográficas,Médio,PC4,Pecuária,-0.326249919863697
2011,Socioeconômicas e Demográficas,Médio,PC4,Agricultura,0.264052901423459
2011,Socioeconômicas e Demográficas,Médio,PC4,Turismo,0.137370367998343
2011,Socioeconômicas e Demográficas,Médio,PC4,Doméstica,-0.0685101739166
2011,Socioeconômicas e Demográficas,Médio,PC4,Garimpagem,-0.466052243062171
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Parda,-0.415648947409016
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Indígena,0.296206201649497
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Preta,-0.151231971157895
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Branca,0.319460755217611
2011,Socioeconômicas e Demográficas,Médio,PC4,Sexo Masculino,-0.127757470999283
2011,Socioeconômicas e Demográficas,Médio,PC4,Idade Abaixo 5 anos,-0.016541433619682
2011,Socioeconômicas e Demográficas,Médio,PC4,Idade 15 a 49 anos,0.120823542090388
2011,Socioeconômicas e Demográficas,Médio,PC5,Educação Superior Completa,-0.309199962607621
2011,Socioeconômicas e Demográficas,Médio,PC5,Analfabeto,0.219880323919556
2011,Socioeconômicas e Demográficas,Médio,PC5,5ª a 8ª séria incompleta,0.320002089927717
2011,Socioeconômicas e Demográficas,Médio,PC5,Gestante,0.213882033120481
2011,Socioeconômicas e Demográficas,Médio,PC5,Não é gestante,0.032634089651317
2011,Socioeconômicas e Demográficas,Médio,PC5,Pecuária,0.218984886290585
2011,Socioeconômicas e Demográficas,Médio,PC5,Agricultura,-0.102741706884562
2011,Socioeconômicas e Demográficas,Médio,PC5,Turismo,-0.123929975812297
2011,Socioeconômicas e Demográficas,Médio,PC5,Doméstica,0.156357019369533
2011,Socioeconômicas e Demográficas,Médio,PC5,Garimpagem,0.109726558499383
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Parda,-0.29068704799056
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Indígena,0.553085588714565
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Preta,-0.025347101871931
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Branca,-0.3481323788394
2011,Socioeconômicas e Demográficas,Médio,PC5,Sexo Masculino,0.048257485524076
2011,Socioeconômicas e Demográficas,Médio,PC5,Idade Abaixo 5 anos,0.100438369101259
2011,Socioeconômicas e Demográficas,Médio,PC5,Idade 15 a 49 anos,0.267996194061037
2011,Socioeconômicas e Demográficas,Alto,PC1,Educação Superior Completa,-0.263911304059415
2011,Socioeconômicas e Demográficas,Alto,PC1,Analfabeto,0.258956240957269
2011,Socioeconômicas e Demográficas,Alto,PC1,5ª a 8ª séria incompleta,-0.10313739584714
2011,Socioeconômicas e Demográficas,Alto,PC1,Gestante,-0.169980826581466
2011,Socioeconômicas e Demográficas,Alto,PC1,Não é gestante,0.310389435717658
2011,Socioeconômicas e Demográficas,Alto,PC1,Pecuária,-0.063436676254712
2011,Socioeconômicas e Demográficas,Alto,PC1,Agricultura,-0.127261268361642
2011,Socioeconômicas e Demográficas,Alto,PC1,Turismo,-0.042956738649154
2011,Socioeconômicas e Demográficas,Alto,PC1,Doméstica,0.043510221432893
