"Mun","PC","Scores","Risco","Tipo_Var","Ano","Tipo_Plasm"
150304,"PC1",-1.3930894345892,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150307,"PC1",-0.75036697735074,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150310,"PC1",0.858840908142234,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150320,"PC1",-1.342937709613,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150330,"PC1",-0.478303342075498,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150350,"PC1",0.313099635710586,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150380,"PC1",-0.908442173322011,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150405,"PC1",2.87723361211302,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150420,"PC1",0.0571396698674219,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150442,"PC1",-0.112250029251232,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150480,"PC1",-0.279386348362816,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150495,"PC1",-0.464902300076746,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150497,"PC1",-0.26371475798439,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150510,"PC1",-0.23218249986135,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150530,"PC1",-0.00980861525450968,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150540,"PC1",0.855289846920191,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150543,"PC1",-0.0487068520656398,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150549,"PC1",-0.967949271600937,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150550,"PC1",-0.318117971110287,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150553,"PC1",-0.0537326615372283,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150563,"PC1",-1.62499786614747,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150565,"PC1",-0.54401167904982,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150610,"PC1",-1.25780422294521,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150611,"PC1",-1.8069646410399,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150613,"PC1",-0.999026026545496,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150616,"PC1",2.6952668372206,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150618,"PC1",-0.724711553970401,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150619,"PC1",-0.495890777942325,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150620,"PC1",0.233025693825675,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150630,"PC1",-0.388995778386656,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150635,"PC1",-0.4443228721743,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150650,"PC1",1.68588892328978,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150658,"PC1",-1.21112265969677,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150660,"PC1",0.79826643819556,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150670,"PC1",-1.18099280143792,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150680,"PC1",0.0276557936665129,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150690,"PC1",0.204712240677025,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150700,"PC1",0.425425252971929,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150715,"PC1",-0.236346577967367,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150720,"PC1",-0.536925381901305,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150730,"PC1",0.0899203423620488,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150745,"PC1",-1.61509196694397,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150746,"PC1",1.30898536191249,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150747,"PC1",0.269206384790293,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150760,"PC1",1.17350767487643,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150790,"PC1",-1.18099280143792,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150795,"PC1",-0.110838313609223,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150796,"PC1",3.0893302452643,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150800,"PC1",0.122171897890401,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150803,"PC1",3.73781425776728,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150808,"PC1",-0.17415972819576,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150812,"PC1",-0.682133198589195,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150815,"PC1",0.138659974645803,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150820,"PC1",-0.20666849397243,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150830,"PC1",0.769271555172212,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
150840,"PC1",-2.06474269168328,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
160010,"PC1",-0.304335669306825,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
160025,"PC1",1.57829951914867,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
160030,"PC1",0.158523322397001,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
160080,"PC1",-0.0274100738806392,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
170220,"PC1",0.435429462985235,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
172210,"PC1",-1.25780422294521,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210005,"PC1",-1.83037726101366,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210020,"PC1",0.602655112819705,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210040,"PC1",4.80659954218846,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210047,"PC1",-0.0907108751661442,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210080,"PC1",-2.01906127419117,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210083,"PC1",-0.133015974157505,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210087,"PC1",0.931200488857267,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210095,"PC1",-2.01906127419117,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210100,"PC1",-0.218415866565337,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210110,"PC1",-1.21112265969677,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210120,"PC1",0.178812536233694,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210177,"PC1",-0.466417313440396,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210180,"PC1",0.349766988105607,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210190,"PC1",3.09380978209475,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210200,"PC1",-1.0562998448037,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210203,"PC1",-0.772289163018838,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210215,"PC1",-1.70607535439019,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210232,"PC1",-0.817416996357116,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210237,"PC1",-0.159814485008052,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210260,"PC1",0.605520858220184,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210290,"PC1",2.05152813191664,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210300,"PC1",0.163522093198604,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210312,"PC1",-1.19605773056735,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210315,"PC1",-0.791563729546358,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210317,"PC1",0.283436249745347,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210350,"PC1",-0.496547171699245,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210355,"PC1",0.00369955138829835,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210360,"PC1",-1.21112265969677,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210380,"PC1",3.28822470401206,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210420,"PC1",-2.06474269168328,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210430,"PC1",-0.663630262442988,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210440,"PC1",-0.000807399820651392,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210450,"PC1",-1.42908025808901,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210460,"PC1",-0.17415972819576,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210462,"PC1",6.8258875429697,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210467,"PC1",-0.107301100613506,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210480,"PC1",-0.613900471036795,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210500,"PC1",-0.660404676922081,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210510,"PC1",1.35157798387642,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210535,"PC1",-2.01906127419117,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210542,"PC1",-0.576904610059433,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210560,"PC1",-1.08120271007737,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210565,"PC1",-0.00443433410759898,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210570,"PC1",-0.251735043449495,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210596,"PC1",-0.302092991659314,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210632,"PC1",-0.576782198022818,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210637,"PC1",-0.233318940510857,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210650,"PC1",1.36660187108806,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210680,"PC1",-1.14589649136377,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210690,"PC1",-2.91836272366978,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210710,"PC1",5.69900254076289,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210735,"PC1",-0.520340311438033,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210740,"PC1",6.94806210541518,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210745,"PC1",-1.3930894345892,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210750,"PC1",5.14590647756937,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210770,"PC1",-0.889953197488948,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210780,"PC1",-1.30210604714299,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210800,"PC1",-1.30892606490148,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210825,"PC1",-1.10658028499038,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210840,"PC1",-0.449190013091053,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210845,"PC1",-2.91836272366978,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210860,"PC1",0.332861657160133,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210870,"PC1",-0.800131567797732,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210880,"PC1",0.229318007318219,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210890,"PC1",-0.484059766551743,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210910,"PC1",-1.73276541524827,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210920,"PC1",-0.449190013091053,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210923,"PC1",0.548511639432143,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210930,"PC1",7.59654611791816,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210945,"PC1",-0.415646097645091,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210955,"PC1",-1.3930894345892,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210960,"PC1",-1.73669184275286,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210975,"PC1",-0.302092991659314,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
210990,"PC1",0.874674063608447,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211000,"PC1",-0.428299168086973,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211003,"PC1",-0.200467135834157,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211030,"PC1",-0.302092991659314,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211120,"PC1",-1.37844022375465,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211125,"PC1",-1.83709449929874,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211130,"PC1",0.746380587585147,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211140,"PC1",-1.14899928034283,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211153,"PC1",4.47131497637294,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211172,"PC1",-1.13817565958002,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211176,"PC1",-0.991234885414852,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211190,"PC1",-2.01906127419117,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211210,"PC1",2.38536679886461,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211227,"PC1",1.24676080622453,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211240,"PC1",0.275562768514705,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211245,"PC1",0.186877891470042,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211250,"PC1",-0.715969602303625,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211290,"PC1",0.738956933827457,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211300,"PC1",0.643193213768915,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
211400,"PC1",0.0231686224950792,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510020,"PC1",0.783926119400719,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510025,"PC1",0.11326938229912,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510130,"PC1",-1.3930894345892,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510170,"PC1",2.07421955331363,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510190,"PC1",3.47019147890449,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510250,"PC1",-0.81961540489229,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510263,"PC1",-1.3930894345892,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510285,"PC1",-0.66188932168181,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510320,"PC1",1.68430837926445,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510330,"PC1",1.53742417705187,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510340,"PC1",0.109294630855171,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510370,"PC1",-1.00400708508575,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510410,"PC1",-0.509435141585401,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510420,"PC1",-2.01906127419117,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510454,"PC1",-0.406068159754028,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510510,"PC1",-0.576892957492626,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510515,"PC1",0.52703514012623,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510517,"PC1",-0.807821600968274,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510520,"PC1",-1.8069646410399,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510525,"PC1",1.49539446402959,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510560,"PC1",0.193471297776862,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510562,"PC1",2.47717548731539,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510615,"PC1",0.432939679325831,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510618,"PC1",-1.63219148659284,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510622,"PC1",0.022871975826092,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510626,"PC1",3.91419654361404,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510629,"PC1",-0.981811953000327,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
510642,"PC1",-1.5377387912006,"Baixo","Socioeconômicas e Demográficas",2011,"Vivax"
