year_notif,TiposVar,Risco,PC,Var,Loadings
2011,Ambiental e Saúde,Baixo,PC3,Taxa de Migração Bruta,-0.100157813731162
2011,Ambiental e Saúde,Baixo,PC3,% de detecção ativa,-0.555909661473538
2011,Ambiental e Saúde,Baixo,PC3,Nuvem,0.129667704475913
2011,Ambiental e Saúde,Baixo,PC3,Estabelecimento de nível de atenção básica,0.488361740432795
2011,Ambiental e Saúde,Baixo,PC3,Negativo,-0.012846258778252
2011,Ambiental e Saúde,Baixo,PC3,Área desmatada,-0.155257559507219
2011,Ambiental e Saúde,Baixo,PC4,Menor que meia cruz,0.139317435166558
2011,Ambiental e Saúde,Baixo,PC4,Com Sintomas,0.610914774465227
2011,Ambiental e Saúde,Baixo,PC4,Área Hidrográfica,-0.218735161297229
2011,Ambiental e Saúde,Baixo,PC4,Incremento de Desmatamento,0.122462244195893
2011,Ambiental e Saúde,Baixo,PC4,Taxa de Migração Bruta,-0.174531802758671
2011,Ambiental e Saúde,Baixo,PC4,% de detecção ativa,0.081181498289763
2011,Ambiental e Saúde,Baixo,PC4,Nuvem,-0.248839668893741
2011,Ambiental e Saúde,Baixo,PC4,Estabelecimento de nível de atenção básica,-0.387295508705027
2011,Ambiental e Saúde,Baixo,PC4,Negativo,0.54350932276288
2011,Ambiental e Saúde,Baixo,PC4,Área desmatada,0.01259193830731
2011,Ambiental e Saúde,Baixo,PC5,Menor que meia cruz,-0.392068670544298
2011,Ambiental e Saúde,Baixo,PC5,Com Sintomas,0.041578349213385
2011,Ambiental e Saúde,Baixo,PC5,Área Hidrográfica,0.120469735378623
2011,Ambiental e Saúde,Baixo,PC5,Incremento de Desmatamento,-0.042561476056215
2011,Ambiental e Saúde,Baixo,PC5,Taxa de Migração Bruta,-0.013332796088362
2011,Ambiental e Saúde,Baixo,PC5,% de detecção ativa,-0.258258477553742
2011,Ambiental e Saúde,Baixo,PC5,Nuvem,0.498829378736534
2011,Ambiental e Saúde,Baixo,PC5,Estabelecimento de nível de atenção básica,-0.702274850467439
2011,Ambiental e Saúde,Baixo,PC5,Negativo,-0.124480235754265
2011,Ambiental e Saúde,Baixo,PC5,Área desmatada,-0.061949282521667
2011,Ambiental e Saúde,Médio,PC1,Menor que meia cruz,0.080919994985246
2011,Ambiental e Saúde,Médio,PC1,Com Sintomas,-0.109365493347648
2011,Ambiental e Saúde,Médio,PC1,Área Hidrográfica,0.011446228101725
2011,Ambiental e Saúde,Médio,PC1,Incremento de Desmatamento,-0.522469311464757
2011,Ambiental e Saúde,Médio,PC1,Taxa de Migração Bruta,-0.305266784821382
2011,Ambiental e Saúde,Médio,PC1,% de detecção ativa,0.344498272217761
2011,Ambiental e Saúde,Médio,PC1,Nuvem,0.054347115141265
2011,Ambiental e Saúde,Médio,PC1,Estabelecimento de nível de atenção básica,-0.407630887822817
2011,Ambiental e Saúde,Médio,PC1,Negativo,0.205040568825057
2011,Ambiental e Saúde,Médio,PC1,Área desmatada,-0.534191811753508
2011,Ambiental e Saúde,Médio,PC2,Menor que meia cruz,-0.315493270731188
2011,Ambiental e Saúde,Médio,PC2,Com Sintomas,0.216870595363353
2011,Ambiental e Saúde,Médio,PC2,Área Hidrográfica,-0.548911927140326
2011,Ambiental e Saúde,Médio,PC2,Incremento de Desmatamento,-0.277360164412114
2011,Ambiental e Saúde,Médio,PC2,Taxa de Migração Bruta,0.33545131435552
2011,Ambiental e Saúde,Médio,PC2,% de detecção ativa,-0.224465774135717
2011,Ambiental e Saúde,Médio,PC2,Nuvem,-0.29917767538229
2011,Ambiental e Saúde,Médio,PC2,Estabelecimento de nível de atenção básica,-0.329062073755293
2011,Ambiental e Saúde,Médio,PC2,Negativo,-0.329932403949976
2011,Ambiental e Saúde,Médio,PC2,Área desmatada,-0.075107838217957
2011,Ambiental e Saúde,Médio,PC3,Menor que meia cruz,0.460735022336371
2011,Ambiental e Saúde,Médio,PC3,Com Sintomas,-0.64339648088911
2011,Ambiental e Saúde,Médio,PC3,Área Hidrográfica,-0.220131962191061
2011,Ambiental e Saúde,Médio,PC3,Incremento de Desmatamento,-0.019357017037535
2011,Ambiental e Saúde,Médio,PC3,Taxa de Migração Bruta,0.432799039487355
2011,Ambiental e Saúde,Médio,PC3,% de detecção ativa,0.253253946102257
2011,Ambiental e Saúde,Médio,PC3,Nuvem,0.06654608489688
2011,Ambiental e Saúde,Médio,PC3,Estabelecimento de nível de atenção básica,-0.09033847423678
2011,Ambiental e Saúde,Médio,PC3,Negativo,-0.212164873368279
2011,Ambiental e Saúde,Médio,PC3,Área desmatada,0.125998047818535
2011,Ambiental e Saúde,Médio,PC4,Menor que meia cruz,-0.007279605363197
2011,Ambiental e Saúde,Médio,PC4,Com Sintomas,0.060809291987289
2011,Ambiental e Saúde,Médio,PC4,Área Hidrográfica,0.327523507589805
2011,Ambiental e Saúde,Médio,PC4,Incremento de Desmatamento,-0.168567544876537
2011,Ambiental e Saúde,Médio,PC4,Taxa de Migração Bruta,0.141288602363058
2011,Ambiental e Saúde,Médio,PC4,% de detecção ativa,-0.3571650992953
2011,Ambiental e Saúde,Médio,PC4,Nuvem,0.714065092502806
2011,Ambiental e Saúde,Médio,PC4,Estabelecimento de nível de atenção básica,-0.20788906733121
2011,Ambiental e Saúde,Médio,PC4,Negativo,-0.393296360613836
2011,Ambiental e Saúde,Médio,PC4,Área desmatada,-0.072417863216405
2011,Ambiental e Saúde,Médio,PC5,Menor que meia cruz,-0.584983050480665
2011,Ambiental e Saúde,Médio,PC5,Com Sintomas,-0.356687527843537
2011,Ambiental e Saúde,Médio,PC5,Área Hidrográfica,-0.187696481592857
2011,Ambiental e Saúde,Médio,PC5,Incremento de Desmatamento,0.060810172273812
2011,Ambiental e Saúde,Médio,PC5,Taxa de Migração Bruta,-0.341715774432792
2011,Ambiental e Saúde,Médio,PC5,% de detecção ativa,0.303791394911609
2011,Ambiental e Saúde,Médio,PC5,Nuvem,0.19478752747501
2011,Ambiental e Saúde,Médio,PC5,Estabelecimento de nível de atenção básica,0.274167031424214
2011,Ambiental e Saúde,Médio,PC5,Negativo,-0.410201735278394
2011,Ambiental e Saúde,Médio,PC5,Área desmatada,-0.034740526092012
2011,Ambiental e Saúde,Alto,PC1,Menor que meia cruz,0.389859674819033
2011,Ambiental e Saúde,Alto,PC1,Com Sintomas,-0.187199144003359
2011,Ambiental e Saúde,Alto,PC1,Área Hidrográfica,0.331072562496355
2011,Ambiental e Saúde,Alto,PC1,Incremento de Desmatamento,-0.298709057147304
2011,Ambiental e Saúde,Alto,PC1,Taxa de Migração Bruta,-0.415922228641802
2011,Ambiental e Saúde,Alto,PC1,% de detecção ativa,0.402475101618878
2011,Ambiental e Saúde,Alto,PC1,Nuvem,0.20176986816193
2011,Ambiental e Saúde,Alto,PC1,Estabelecimento de nível de atenção básica,-0.023732063019913
2011,Ambiental e Saúde,Alto,PC1,Negativo,0.362936547331621
2011,Ambiental e Saúde,Alto,PC1,Área desmatada,-0.325814420139626
2011,Ambiental e Saúde,Alto,PC2,Menor que meia cruz,0.215009392671119
2011,Ambiental e Saúde,Alto,PC2,Com Sintomas,-0.428067465197908
2011,Ambiental e Saúde,Alto,PC2,Área Hidrográfica,0.111935111903928
2011,Ambiental e Saúde,Alto,PC2,Incremento de Desmatamento,0.550032435758646
2011,Ambiental e Saúde,Alto,PC2,Taxa de Migração Bruta,0.090080056896043
2011,Ambiental e Saúde,Alto,PC2,% de detecção ativa,0.296601487945802
2011,Ambiental e Saúde,Alto,PC2,Nuvem,-0.023149714646657
2011,Ambiental e Saúde,Alto,PC2,Estabelecimento de nível de atenção básica,0.176919280347479
2011,Ambiental e Saúde,Alto,PC2,Negativo,0.184067846254191
2011,Ambiental e Saúde,Alto,PC2,Área desmatada,0.541903943762263
2011,Ambiental e Saúde,Alto,PC3,Menor que meia cruz,-0.002905218563274
2011,Ambiental e Saúde,Alto,PC3,Com Sintomas,0.479079710752338
2011,Ambiental e Saúde,Alto,PC3,Área Hidrográfica,0.542514956214823
2011,Ambiental e Saúde,Alto,PC3,Incremento de Desmatamento,0.167577638436991
2011,Ambiental e Saúde,Alto,PC3,Taxa de Migração Bruta,0.118670521248258
2011,Ambiental e Saúde,Alto,PC3,% de detecção ativa,-0.324058624717339
2011,Ambiental e Saúde,Alto,PC3,Nuvem,0.42335191039721
2011,Ambiental e Saúde,Alto,PC3,Estabelecimento de nível de atenção básica,-0.09280234238153
2011,Ambiental e Saúde,Alto,PC3,Negativo,0.321566243303079
2011,Ambiental e Saúde,Alto,PC3,Área desmatada,0.194239026310675
2011,Ambiental e Saúde,Alto,PC4,Menor que meia cruz,0.096441550218137
2011,Ambiental e Saúde,Alto,PC4,Com Sintomas,0.181946005624249
2011,Ambiental e Saúde,Alto,PC4,Área Hidrográfica,0.015643899937236
2011,Ambiental e Saúde,Alto,PC4,Incremento de Desmatamento,-0.154216080359759
2011,Ambiental e Saúde,Alto,PC4,Taxa de Migração Bruta,-0.039539166386529
2011,Ambiental e Saúde,Alto,PC4,% de detecção ativa,0.09392786578282
2011,Ambiental e Saúde,Alto,PC4,Nuvem,0.334182264962751
2011,Ambiental e Saúde,Alto,PC4,Estabelecimento de nível de atenção básica,0.822131497554456
2011,Ambiental e Saúde,Alto,PC4,Negativo,-0.359055114887332
2011,Ambiental e Saúde,Alto,PC4,Área desmatada,0.081749597672103
2011,Ambiental e Saúde,Alto,PC5,Menor que meia cruz,-0.555546872199817
2011,Ambiental e Saúde,Alto,PC5,Com Sintomas,-0.347457678119748
2011,Ambiental e Saúde,Alto,PC5,Área Hidrográfica,-0.23995402381394
2011,Ambiental e Saúde,Alto,PC5,Incremento de Desmatamento,0.032839156970272
2011,Ambiental e Saúde,Alto,PC5,Taxa de Migração Bruta,-0.067620270774109
2011,Ambiental e Saúde,Alto,PC5,% de detecção ativa,0.078057363406
2011,Ambiental e Saúde,Alto,PC5,Nuvem,0.695186586355532
2011,Ambiental e Saúde,Alto,PC5,Estabelecimento de nível de atenção básica,-0.104915687496431
2011,Ambiental e Saúde,Alto,PC5,Negativo,0.077602699420194
2011,Ambiental e Saúde,Alto,PC5,Área desmatada,-0.03170437886705
2011,Socioeconômicas e Demográficas,Baixo,PC1,Educação Superior Completa,0.021990554650269
2011,Socioeconômicas e Demográficas,Baixo,PC1,Analfabeto,-0.141969693296855
2011,Socioeconômicas e Demográficas,Baixo,PC1,5ª a 8ª séria incompleta,0.052773552107521
2011,Socioeconômicas e Demográficas,Baixo,PC1,Gestante,0.304799769327927
2011,Socioeconômicas e Demográficas,Baixo,PC1,Não é gestante,0.462625183342519
2011,Socioeconômicas e Demográficas,Baixo,PC1,Pecuária,-0.025283389392049
2011,Socioeconômicas e Demográficas,Baixo,PC1,Agricultura,-0.1843654739155
2011,Socioeconômicas e Demográficas,Baixo,PC1,Turismo,-0.067579938228447
2011,Socioeconômicas e Demográficas,Baixo,PC1,Doméstica,0.47951534399373
2011,Socioeconômicas e Demográficas,Baixo,PC1,Garimpagem,-0.062660376550359
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Parda,-0.18367807571563
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Indígena,0.025538073619122
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Preta,0.022869173798738
2011,Socioeconômicas e Demográficas,Baixo,PC1,Raça/cor Branca,0.193580883640263
2011,Socioeconômicas e Demográficas,Baixo,PC1,Sexo Masculino,-0.5646631192917
2011,Socioeconômicas e Demográficas,Baixo,PC1,Idade Abaixo 5 anos,0.04226968440985
2011,Socioeconômicas e Demográficas,Baixo,PC1,Idade 15 a 49 anos,-0.059793391732856
2011,Socioeconômicas e Demográficas,Baixo,PC2,Educação Superior Completa,-0.008942444608007
2011,Socioeconômicas e Demográficas,Baixo,PC2,Analfabeto,0.023792447315809
2011,Socioeconômicas e Demográficas,Baixo,PC2,5ª a 8ª séria incompleta,-0.080691873158325
2011,Socioeconômicas e Demográficas,Baixo,PC2,Gestante,-0.022602373532728
2011,Socioeconômicas e Demográficas,Baixo,PC2,Não é gestante,0.132992759847315
2011,Socioeconômicas e Demográficas,Baixo,PC2,Pecuária,-0.284594925172232
2011,Socioeconômicas e Demográficas,Baixo,PC2,Agricultura,0.199520219839983
2011,Socioeconômicas e Demográficas,Baixo,PC2,Turismo,-0.030146737876481
2011,Socioeconômicas e Demográficas,Baixo,PC2,Doméstica,0.059982020332727
2011,Socioeconômicas e Demográficas,Baixo,PC2,Garimpagem,-0.332839288806953
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Parda,0.531309872421666
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Indígena,0.000450579917951
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Preta,-0.109553916626657
2011,Socioeconômicas e Demográficas,Baixo,PC2,Raça/cor Branca,-0.526142766611504
2011,Socioeconômicas e Demográficas,Baixo,PC2,Sexo Masculino,-0.188608081800365
2011,Socioeconômicas e Demográficas,Baixo,PC2,Idade Abaixo 5 anos,0.222345575006224
2011,Socioeconômicas e Demográficas,Baixo,PC2,Idade 15 a 49 anos,-0.287096436191833
2011,Socioeconômicas e Demográficas,Baixo,PC3,Educação Superior Completa,0.037015199833636
2011,Socioeconômicas e Demográficas,Baixo,PC3,Analfabeto,-0.311324628240076
2011,Socioeconômicas e Demográficas,Baixo,PC3,5ª a 8ª séria incompleta,0.386820773709995
2011,Socioeconômicas e Demográficas,Baixo,PC3,Gestante,0.054252568992391
2011,Socioeconômicas e Demográficas,Baixo,PC3,Não é gestante,0.13826351036817
2011,Socioeconômicas e Demográficas,Baixo,PC3,Pecuária,0.012367643114627
2011,Socioeconômicas e Demográficas,Baixo,PC3,Agricultura,0.03888293243621
2011,Socioeconômicas e Demográficas,Baixo,PC3,Turismo,0.026193390783367
2011,Socioeconômicas e Demográficas,Baixo,PC3,Doméstica,-0.041653266826786
2011,Socioeconômicas e Demográficas,Baixo,PC3,Garimpagem,0.107335826336567
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Parda,0.339439990709417
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Indígena,-0.55237313864343
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Preta,-0.052772346216466
2011,Socioeconômicas e Demográficas,Baixo,PC3,Raça/cor Branca,-0.095855687890105
2011,Socioeconômicas e Demográficas,Baixo,PC3,Sexo Masculino,-0.041933597313725
2011,Socioeconômicas e Demográficas,Baixo,PC3,Idade Abaixo 5 anos,-0.407534616434051
2011,Socioeconômicas e Demográficas,Baixo,PC3,Idade 15 a 49 anos,0.338020378266422
2011,Socioeconômicas e Demográficas,Baixo,PC4,Educação Superior Completa,-0.131389984007176
2011,Socioeconômicas e Demográficas,Baixo,PC4,Analfabeto,0.492102218518355
2011,Socioeconômicas e Demográficas,Baixo,PC4,5ª a 8ª séria incompleta,-0.023980365551159
2011,Socioeconômicas e Demográficas,Baixo,PC4,Gestante,0.356790565040784
2011,Socioeconômicas e Demográficas,Baixo,PC4,Não é gestante,-0.067929112932614
2011,Socioeconômicas e Demográficas,Baixo,PC4,Pecuária,-0.332861517353179
2011,Socioeconômicas e Demográficas,Baixo,PC4,Agricultura,0.032447469728183
2011,Socioeconômicas e Demográficas,Baixo,PC4,Turismo,-0.034965863608009
2011,Socioeconômicas e Demográficas,Baixo,PC4,Doméstica,0.127767456896149
2011,Socioeconômicas e Demográficas,Baixo,PC4,Garimpagem,0.057055022970451
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Parda,-0.024285201603253
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Indígena,0.116581836894255
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Preta,0.448596784539493
2011,Socioeconômicas e Demográficas,Baixo,PC4,Raça/cor Branca,-0.254206153986628
2011,Socioeconômicas e Demográficas,Baixo,PC4,Sexo Masculino,0.004009208982597
2011,Socioeconômicas e Demográficas,Baixo,PC4,Idade Abaixo 5 anos,-0.305283241665852
2011,Socioeconômicas e Demográficas,Baixo,PC4,Idade 15 a 49 anos,0.319650183401777
2011,Socioeconômicas e Demográficas,Baixo,PC5,Educação Superior Completa,0.13062383722021
2011,Socioeconômicas e Demográficas,Baixo,PC5,Analfabeto,0.248524417253411
2011,Socioeconômicas e Demográficas,Baixo,PC5,5ª a 8ª séria incompleta,-0.404224125091163
2011,Socioeconômicas e Demográficas,Baixo,PC5,Gestante,-0.182668375407119
2011,Socioeconômicas e Demográficas,Baixo,PC5,Não é gestante,0.307086756237646
2011,Socioeconômicas e Demográficas,Baixo,PC5,Pecuária,0.124724297940301
2011,Socioeconômicas e Demográficas,Baixo,PC5,Agricultura,0.529041056581411
2011,Socioeconômicas e Demográficas,Baixo,PC5,Turismo,-0.109501969723831
2011,Socioeconômicas e Demográficas,Baixo,PC5,Doméstica,-0.13223831238401
2011,Socioeconômicas e Demográficas,Baixo,PC5,Garimpagem,-0.27051064169268
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Parda,-0.081272705589976
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Indígena,-0.082226489791757
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Preta,-0.157948409165355
2011,Socioeconômicas e Demográficas,Baixo,PC5,Raça/cor Branca,0.212751054163762
2011,Socioeconômicas e Demográficas,Baixo,PC5,Sexo Masculino,-0.14550330250867
2011,Socioeconômicas e Demográficas,Baixo,PC5,Idade Abaixo 5 anos,-0.266030564868871
2011,Socioeconômicas e Demográficas,Baixo,PC5,Idade 15 a 49 anos,0.237678334948961
2011,Socioeconômicas e Demográficas,Médio,PC1,Educação Superior Completa,-0.13023692212214
2011,Socioeconômicas e Demográficas,Médio,PC1,Analfabeto,0.232653273260256
2011,Socioeconômicas e Demográficas,Médio,PC1,5ª a 8ª séria incompleta,-0.28353990696614
2011,Socioeconômicas e Demográficas,Médio,PC1,Gestante,-0.112950767807393
2011,Socioeconômicas e Demográficas,Médio,PC1,Não é gestante,0.107036691273302
2011,Socioeconômicas e Demográficas,Médio,PC1,Pecuária,-0.239454427288019
2011,Socioeconômicas e Demográficas,Médio,PC1,Agricultura,-0.204128518253426
2011,Socioeconômicas e Demográficas,Médio,PC1,Turismo,-0.178462378673597
2011,Socioeconômicas e Demográficas,Médio,PC1,Doméstica,0.039651392573046
2011,Socioeconômicas e Demográficas,Médio,PC1,Garimpagem,-0.179395003467612
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Parda,0.132390771571457
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Indígena,0.159248475776361
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Preta,-0.270930387313407
2011,Socioeconômicas e Demográficas,Médio,PC1,Raça/cor Branca,-0.343542891053898
2011,Socioeconômicas e Demográficas,Médio,PC1,Sexo Masculino,-0.32500020826087
2011,Socioeconômicas e Demográficas,Médio,PC1,Idade Abaixo 5 anos,0.371909607409876
2011,Socioeconômicas e Demográficas,Médio,PC1,Idade 15 a 49 anos,-0.425953538922616
2011,Socioeconômicas e Demográficas,Médio,PC2,Educação Superior Completa,-0.078105765696587
2011,Socioeconômicas e Demográficas,Médio,PC2,Analfabeto,0.012022559867456
2011,Socioeconômicas e Demográficas,Médio,PC2,5ª a 8ª séria incompleta,0.266928920705741
2011,Socioeconômicas e Demográficas,Médio,PC2,Gestante,-0.091702363084978
2011,Socioeconômicas e Demográficas,Médio,PC2,Não é gestante,0.219337479715262
2011,Socioeconômicas e Demográficas,Médio,PC2,Pecuária,-0.081171897823225
2011,Socioeconômicas e Demográficas,Médio,PC2,Agricultura,0.001501248185342
2011,Socioeconômicas e Demográficas,Médio,PC2,Turismo,0.188019719100741
2011,Socioeconômicas e Demográficas,Médio,PC2,Doméstica,-0.108666433937513
2011,Socioeconômicas e Demográficas,Médio,PC2,Garimpagem,-0.142873895295743
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Parda,0.592755097367499
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Indígena,-0.446743662195666
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Preta,-0.247722294483963
2011,Socioeconômicas e Demográficas,Médio,PC2,Raça/cor Branca,-0.330308091421075
2011,Socioeconômicas e Demográficas,Médio,PC2,Sexo Masculino,0.061454371384722
2011,Socioeconômicas e Demográficas,Médio,PC2,Idade Abaixo 5 anos,-0.171015244105459
2011,Socioeconômicas e Demográficas,Médio,PC2,Idade 15 a 49 anos,0.193366560924017
2011,Socioeconômicas e Demográficas,Médio,PC3,Educação Superior Completa,0.040846736732564
2011,Socioeconômicas e Demográficas,Médio,PC3,Analfabeto,-0.125583040517771
2011,Socioeconômicas e Demográficas,Médio,PC3,5ª a 8ª séria incompleta,0.23759452410966
2011,Socioeconômicas e Demográficas,Médio,PC3,Gestante,0.098064627827901
2011,Socioeconômicas e Demográficas,Médio,PC3,Não é gestante,0.63863237274007
2011,Socioeconômicas e Demográficas,Médio,PC3,Pecuária,-0.140371374919938
2011,Socioeconômicas e Demográficas,Médio,PC3,Agricultura,0.097034789136745
2011,Socioeconômicas e Demográficas,Médio,PC3,Turismo,-0.06714082985133
2011,Socioeconômicas e Demográficas,Médio,PC3,Doméstica,0.297063296633966
2011,Socioeconômicas e Demográficas,Médio,PC3,Garimpagem,-0.061945352042101
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Parda,-0.148049873287993
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Indígena,0.095705983874203
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Preta,0.084856025813004
2011,Socioeconômicas e Demográficas,Médio,PC3,Raça/cor Branca,0.101910506577459
2011,Socioeconômicas e Demográficas,Médio,PC3,Sexo Masculino,-0.53360824266437
2011,Socioeconômicas e Demográficas,Médio,PC3,Idade Abaixo 5 anos,-0.20161731028343
2011,Socioeconômicas e Demográficas,Médio,PC3,Idade 15 a 49 anos,0.094221659297193
2011,Socioeconômicas e Demográficas,Médio,PC4,Educação Superior Completa,-0.469748786885989
2011,Socioeconômicas e Demográficas,Médio,PC4,Analfabeto,0.098016440039565
2011,Socioeconômicas e Demográficas,Médio,PC4,5ª a 8ª séria incompleta,-0.150130353961663
2011,Socioeconômicas e Demográficas,Médio,PC4,Gestante,-0.453113202210287
2011,Socioeconômicas e Demográficas,Médio,PC4,Não é gestante,0.191421324207309
2011,Socioeconômicas e Demográficas,Médio,PC4,Pecuária,-0.135287538410005
2011,Socioeconômicas e Demográficas,Médio,PC4,Agricultura,-0.144704739726072
2011,Socioeconômicas e Demográficas,Médio,PC4,Turismo,-0.265461236940702
2011,Socioeconômicas e Demográficas,Médio,PC4,Doméstica,-0.305769163253248
2011,Socioeconômicas e Demográficas,Médio,PC4,Garimpagem,0.342833720882032
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Parda,-0.093479513805544
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Indígena,0.136872587624087
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Preta,0.098344244961129
2011,Socioeconômicas e Demográficas,Médio,PC4,Raça/cor Branca,-0.042623038209946
2011,Socioeconômicas e Demográficas,Médio,PC4,Sexo Masculino,0.060463350602554
2011,Socioeconômicas e Demográficas,Médio,PC4,Idade Abaixo 5 anos,-0.277775185635075
2011,Socioeconômicas e Demográficas,Médio,PC4,Idade 15 a 49 anos,0.254398772672056
2011,Socioeconômicas e Demográficas,Médio,PC5,Educação Superior Completa,0.001519591176896
2011,Socioeconômicas e Demográficas,Médio,PC5,Analfabeto,0.12143984789484
2011,Socioeconômicas e Demográficas,Médio,PC5,5ª a 8ª séria incompleta,0.063344049801805
2011,Socioeconômicas e Demográficas,Médio,PC5,Gestante,-0.409755761313974
2011,Socioeconômicas e Demográficas,Médio,PC5,Não é gestante,0.054908728757627
2011,Socioeconômicas e Demográficas,Médio,PC5,Pecuária,0.344672753757653
2011,Socioeconômicas e Demográficas,Médio,PC5,Agricultura,-0.255476356657293
2011,Socioeconômicas e Demográficas,Médio,PC5,Turismo,0.430183797808937
2011,Socioeconômicas e Demográficas,Médio,PC5,Doméstica,0.40806411966472
2011,Socioeconômicas e Demográficas,Médio,PC5,Garimpagem,-0.114730939429981
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Parda,-0.140025220529263
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Indígena,0.320943895182244
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Preta,-0.309182676532834
2011,Socioeconômicas e Demográficas,Médio,PC5,Raça/cor Branca,-0.041191881513031
2011,Socioeconômicas e Demográficas,Médio,PC5,Sexo Masculino,0.140464837417072
2011,Socioeconômicas e Demográficas,Médio,PC5,Idade Abaixo 5 anos,-0.133687493048555
2011,Socioeconômicas e Demográficas,Médio,PC5,Idade 15 a 49 anos,0.063342575316489
2011,Socioeconômicas e Demográficas,Alto,PC1,Educação Superior Completa,-0.257344404473802
2011,Socioeconômicas e Demográficas,Alto,PC1,Analfabeto,0.246976146864278
2011,Socioeconômicas e Demográficas,Alto,PC1,5ª a 8ª séria incompleta,-0.130363405642088
2011,Socioeconômicas e Demográficas,Alto,PC1,Gestante,-0.123089477398661
2011,Socioeconômicas e Demográficas,Alto,PC1,Não é gestante,0.064495158380921
2011,Socioeconômicas e Demográficas,Alto,PC1,Pecuária,-0.217309695389811
2011,Socioeconômicas e Demográficas,Alto,PC1,Agricultura,-0.144604339551046
2011,Socioeconômicas e Demográficas,Alto,PC1,Turismo,-0.144631736842972
2011,Socioeconômicas e Demográficas,Alto,PC1,Doméstica,-0.061164274082033
