"MUN_INFE" "year_notif" "municipio" "uf" "count_vivax" "total" "perc_vivax"
150495 2011 "Nova Esperança do Piriá" "Pará" 156 158 0.987341772151899
150495 2012 "Nova Esperança do Piriá" "Pará" 13 13 1
150495 2013 "Nova Esperança do Piriá" "Pará" 13 13 1
150495 2017 "Nova Esperança do Piriá" "Pará" 43 43 1
150495 2018 "Nova Esperança do Piriá" "Pará" 108 108 1
150495 2019 "Nova Esperança do Piriá" "Pará" 2 2 1
150497 2007 "Nova Ipixuna" "Pará" 325 340 0.955882352941177
150497 2008 "Nova Ipixuna" "Pará" 234 240 0.975
150497 2009 "Nova Ipixuna" "Pará" 172 175 0.982857142857143
150497 2010 "Nova Ipixuna" "Pará" 121 124 0.975806451612903
150497 2011 "Nova Ipixuna" "Pará" 102 104 0.980769230769231
150497 2012 "Nova Ipixuna" "Pará" 45 47 0.957446808510638
150497 2013 "Nova Ipixuna" "Pará" 6 6 1
150497 2014 "Nova Ipixuna" "Pará" 3 3 1
150497 2015 "Nova Ipixuna" "Pará" 1 1 1
150500 2007 "Nova Timboteua" "Pará" 1 1 1
150500 2008 "Nova Timboteua" "Pará" 3 3 1
150500 2009 "Nova Timboteua" "Pará" 1 1 1
150500 2012 "Nova Timboteua" "Pará" 1 1 1
150503 2007 "Novo Progresso" "Pará" 1154 2157 0.535002318034307
150503 2008 "Novo Progresso" "Pará" 1069 1826 0.585432639649507
150503 2009 "Novo Progresso" "Pará" 1673 3622 0.461899503036996
150503 2010 "Novo Progresso" "Pará" 1867 2757 0.677185346391005
150503 2011 "Novo Progresso" "Pará" 1444 1895 0.762005277044855
150503 2012 "Novo Progresso" "Pará" 1499 1956 0.766359918200409
150503 2013 "Novo Progresso" "Pará" 999 1403 0.712045616535994
150503 2014 "Novo Progresso" "Pará" 318 461 0.689804772234273
150503 2015 "Novo Progresso" "Pará" 157 193 0.813471502590674
150503 2016 "Novo Progresso" "Pará" 268 277 0.967509025270758
150503 2017 "Novo Progresso" "Pará" 700 776 0.902061855670103
150503 2018 "Novo Progresso" "Pará" 387 441 0.877551020408163
150503 2019 "Novo Progresso" "Pará" 164 166 0.987951807228916
150506 2007 "Novo Repartimento" "Pará" 1785 2253 0.792276964047936
150506 2008 "Novo Repartimento" "Pará" 997 1228 0.811889250814332
150506 2009 "Novo Repartimento" "Pará" 517 558 0.926523297491039
150506 2010 "Novo Repartimento" "Pará" 711 791 0.898862199747156
150506 2011 "Novo Repartimento" "Pará" 563 729 0.772290809327846
150506 2012 "Novo Repartimento" "Pará" 384 431 0.890951276102088
150506 2013 "Novo Repartimento" "Pará" 53 58 0.913793103448276
150506 2014 "Novo Repartimento" "Pará" 33 36 0.916666666666667
150506 2015 "Novo Repartimento" "Pará" 13 15 0.866666666666667
150506 2016 "Novo Repartimento" "Pará" 20 20 1
150506 2017 "Novo Repartimento" "Pará" 683 684 0.998538011695906
150506 2018 "Novo Repartimento" "Pará" 468 469 0.997867803837953
150506 2019 "Novo Repartimento" "Pará" 40 40 1
150510 2007 "Óbidos" "Pará" 92 126 0.73015873015873
150510 2008 "Óbidos" "Pará" 96 100 0.96
150510 2009 "Óbidos" "Pará" 126 139 0.906474820143885
150510 2010 "Óbidos" "Pará" 87 108 0.805555555555556
150510 2011 "Óbidos" "Pará" 17 211 0.0805687203791469
150510 2012 "Óbidos" "Pará" 26 78 0.333333333333333
150510 2013 "Óbidos" "Pará" 11 28 0.392857142857143
150510 2014 "Óbidos" "Pará" 2 2 1
150510 2015 "Óbidos" "Pará" 33 206 0.160194174757282
150510 2016 "Óbidos" "Pará" 10 277 0.036101083032491
150510 2017 "Óbidos" "Pará" 29 225 0.128888888888889
150510 2018 "Óbidos" "Pará" 3 25 0.12
150510 2019 "Óbidos" "Pará" 81 82 0.98780487804878
150520 2007 "Oeiras do Pará" "Pará" 11 11 1
150520 2008 "Oeiras do Pará" "Pará" 13 13 1
150520 2009 "Oeiras do Pará" "Pará" 72 72 1
150520 2010 "Oeiras do Pará" "Pará" 23454 24361 0.962768359262756
150520 2011 "Oeiras do Pará" "Pará" 16843 17373 0.96949289126806
150520 2012 "Oeiras do Pará" "Pará" 6154 7153 0.860338319586188
150520 2013 "Oeiras do Pará" "Pará" 78 109 0.715596330275229
150520 2014 "Oeiras do Pará" "Pará" 2 2 1
150520 2016 "Oeiras do Pará" "Pará" 108 112 0.964285714285714
150520 2017 "Oeiras do Pará" "Pará" 6909 7752 0.89125386996904
150520 2018 "Oeiras do Pará" "Pará" 14971 15994 0.936038514442916
150520 2019 "Oeiras do Pará" "Pará" 6224 6232 0.998716302952503
150530 2007 "Oriximiná" "Pará" 1505 1852 0.812634989200864
150530 2008 "Oriximiná" "Pará" 1305 1502 0.86884154460719
150530 2009 "Oriximiná" "Pará" 1960 3445 0.568940493468795
150530 2010 "Oriximiná" "Pará" 384 550 0.698181818181818
150530 2011 "Oriximiná" "Pará" 61 72 0.847222222222222
150530 2012 "Oriximiná" "Pará" 9 9 1
150530 2013 "Oriximiná" "Pará" 26 26 1
150530 2014 "Oriximiná" "Pará" 23 26 0.884615384615385
150530 2015 "Oriximiná" "Pará" 15 15 1
150530 2016 "Oriximiná" "Pará" 36 37 0.972972972972973
150530 2017 "Oriximiná" "Pará" 9 9 1
150530 2018 "Oriximiná" "Pará" 231 232 0.995689655172414
150530 2019 "Oriximiná" "Pará" 577 578 0.998269896193772
150540 2007 "Ourém" "Pará" 28 28 1
150540 2008 "Ourém" "Pará" 10 10 1
150540 2009 "Ourém" "Pará" 8 8 1
150540 2010 "Ourém" "Pará" 2 2 1
150540 2011 "Ourém" "Pará" 1 1 1
150543 2007 "Ourilândia do Norte" "Pará" 4 4 1
150543 2008 "Ourilândia do Norte" "Pará" 2 2 1
150543 2009 "Ourilândia do Norte" "Pará" 1 2 0.5
150543 2010 "Ourilândia do Norte" "Pará" 11 11 1
150543 2011 "Ourilândia do Norte" "Pará" 4 4 1
150543 2012 "Ourilândia do Norte" "Pará" 72 72 1
150543 2013 "Ourilândia do Norte" "Pará" 60 60 1
150543 2014 "Ourilândia do Norte" "Pará" 147 150 0.98
150543 2015 "Ourilândia do Norte" "Pará" 238 239 0.99581589958159
150543 2016 "Ourilândia do Norte" "Pará" 1024 1085 0.943778801843318
150543 2017 "Ourilândia do Norte" "Pará" 200 220 0.909090909090909
150543 2018 "Ourilândia do Norte" "Pará" 151 171 0.883040935672515
150543 2019 "Ourilândia do Norte" "Pará" 150 196 0.76530612244898
150548 2007 "Pacajá" "Pará" 7911 9855 0.802739726027397
150548 2008 "Pacajá" "Pará" 6576 7519 0.874584386221572
150548 2009 "Pacajá" "Pará" 6232 7676 0.811881188118812
150548 2010 "Pacajá" "Pará" 6865 7711 0.890286603553365
150548 2011 "Pacajá" "Pará" 5022 5595 0.897587131367292
150548 2012 "Pacajá" "Pará" 2591 2983 0.868588669125042
150548 2013 "Pacajá" "Pará" 873 1027 0.850048685491724
150548 2014 "Pacajá" "Pará" 660 669 0.986547085201794
150548 2015 "Pacajá" "Pará" 464 466 0.995708154506438
150548 2016 "Pacajá" "Pará" 645 655 0.984732824427481
150548 2017 "Pacajá" "Pará" 888 889 0.998875140607424
150548 2018 "Pacajá" "Pará" 590 591 0.998307952622673
150548 2019 "Pacajá" "Pará" 240 241 0.995850622406639
150549 2007 "Palestina do Pará" "Pará" 8 11 0.727272727272727
150549 2008 "Palestina do Pará" "Pará" 2 3 0.666666666666667
150549 2009 "Palestina do Pará" "Pará" 1 1 1
150549 2010 "Palestina do Pará" "Pará" 6 7 0.857142857142857
150549 2011 "Palestina do Pará" "Pará" 6 6 1
150549 2012 "Palestina do Pará" "Pará" 1 2 0.5
150549 2013 "Palestina do Pará" "Pará" 1 1 1
150549 2015 "Palestina do Pará" "Pará" 1 1 1
150549 2017 "Palestina do Pará" "Pará" 2 2 1
150550 2007 "Paragominas" "Pará" 2195 2382 0.921494542401343
150550 2008 "Paragominas" "Pará" 2680 2829 0.947331212442559
150550 2009 "Paragominas" "Pará" 4054 4874 0.831760361099713
150550 2010 "Paragominas" "Pará" 2994 3703 0.808533621388064
150550 2011 "Paragominas" "Pará" 518 676 0.766272189349112
150550 2012 "Paragominas" "Pará" 631 696 0.906609195402299
150550 2013 "Paragominas" "Pará" 88 89 0.98876404494382
150550 2014 "Paragominas" "Pará" 3 3 1
150550 2015 "Paragominas" "Pará" 2 2 1
150550 2016 "Paragominas" "Pará" 1 1 1
150550 2017 "Paragominas" "Pará" 5 5 1
150550 2018 "Paragominas" "Pará" 97 97 1
150550 2019 "Paragominas" "Pará" 48 48 1
150553 2007 "Parauapebas" "Pará" 177 201 0.880597014925373
150553 2008 "Parauapebas" "Pará" 68 69 0.985507246376812
150553 2009 "Parauapebas" "Pará" 41 44 0.931818181818182
150553 2010 "Parauapebas" "Pará" 111 118 0.940677966101695
150553 2011 "Parauapebas" "Pará" 54 55 0.981818181818182
150553 2012 "Parauapebas" "Pará" 21 22 0.954545454545455
150553 2013 "Parauapebas" "Pará" 10 10 1
150553 2014 "Parauapebas" "Pará" 8 9 0.888888888888889
150553 2015 "Parauapebas" "Pará" 38 38 1
150553 2016 "Parauapebas" "Pará" 36 36 1
150553 2017 "Parauapebas" "Pará" 17 17 1
150553 2018 "Parauapebas" "Pará" 6 6 1
150553 2019 "Parauapebas" "Pará" 3 5 0.6
150555 2008 "Pau DArco" "Pará" 1 1 1
150560 2007 "Peixe-Boi" "Pará" 2 2 1
150560 2008 "Peixe-Boi" "Pará" 3 3 1
150560 2009 "Peixe-Boi" "Pará" 1 1 1
150560 2010 "Peixe-Boi" "Pará" 1 1 1
150560 2012 "Peixe-Boi" "Pará" 1 1 1
150560 2017 "Peixe-Boi" "Pará" 2 2 1
150560 2019 "Peixe-Boi" "Pará" 1 1 1
150563 2007 "Piçarra" "Pará" 2 3 0.666666666666667
150563 2008 "Piçarra" "Pará" 3 3 1
150563 2011 "Piçarra" "Pará" 1 1 1
150563 2013 "Piçarra" "Pará" 1 1 1
150565 2007 "Placas" "Pará" 21 21 1
150565 2008 "Placas" "Pará" 183 214 0.855140186915888
150565 2009 "Placas" "Pará" 169 184 0.918478260869565
150565 2010 "Placas" "Pará" 145 161 0.900621118012422
150565 2011 "Placas" "Pará" 158 162 0.975308641975309
150565 2012 "Placas" "Pará" 90 91 0.989010989010989
150565 2013 "Placas" "Pará" 26 28 0.928571428571429
150565 2014 "Placas" "Pará" 13 13 1
150565 2015 "Placas" "Pará" 12 12 1
150565 2017 "Placas" "Pará" 2 2 1
150565 2018 "Placas" "Pará" 2 2 1
150565 2019 "Placas" "Pará" 1 1 1
150570 2007 "Ponta de Pedras" "Pará" 176 310 0.567741935483871
150570 2008 "Ponta de Pedras" "Pará" 613 719 0.852573018080668
150570 2009 "Ponta de Pedras" "Pará" 602 823 0.731470230862697
150570 2010 "Ponta de Pedras" "Pará" 929 1326 0.700603318250377
150570 2011 "Ponta de Pedras" "Pará" 312 378 0.825396825396825
150570 2012 "Ponta de Pedras" "Pará" 650 730 0.89041095890411
150570 2013 "Ponta de Pedras" "Pará" 52 79 0.658227848101266
150570 2014 "Ponta de Pedras" "Pará" 13 18 0.722222222222222
150570 2015 "Ponta de Pedras" "Pará" 6 7 0.857142857142857
150570 2016 "Ponta de Pedras" "Pará" 16 16 1
150570 2017 "Ponta de Pedras" "Pará" 127 131 0.969465648854962
150570 2018 "Ponta de Pedras" "Pará" 131 131 1
150570 2019 "Ponta de Pedras" "Pará" 65 68 0.955882352941177
150580 2007 "Portel" "Pará" 1138 1561 0.729019859064702
150580 2008 "Portel" "Pará" 1228 1332 0.921921921921922
150580 2009 "Portel" "Pará" 2861 3157 0.906240101362053
150580 2010 "Portel" "Pará" 1340 1461 0.917180013689254
150580 2011 "Portel" "Pará" 2354 2510 0.937848605577689
150580 2012 "Portel" "Pará" 1631 1765 0.924079320113314
150580 2013 "Portel" "Pará" 945 1028 0.919260700389105
150580 2014 "Portel" "Pará" 372 376 0.98936170212766
150580 2015 "Portel" "Pará" 326 326 1
150580 2016 "Portel" "Pará" 1301 1304 0.997699386503067
150580 2017 "Portel" "Pará" 1708 1713 0.997081144191477
150580 2018 "Portel" "Pará" 1587 1594 0.995608531994981
150580 2019 "Portel" "Pará" 978 980 0.997959183673469
150590 2007 "Porto de Moz" "Pará" 513 591 0.868020304568528
150590 2008 "Porto de Moz" "Pará" 722 736 0.980978260869565
150590 2009 "Porto de Moz" "Pará" 261 314 0.831210191082803
150590 2010 "Porto de Moz" "Pará" 871 1028 0.84727626459144
150590 2011 "Porto de Moz" "Pará" 1722 1773 0.971235194585448
150590 2012 "Porto de Moz" "Pará" 384 401 0.957605985037406
150590 2013 "Porto de Moz" "Pará" 22 23 0.956521739130435
150590 2014 "Porto de Moz" "Pará" 1 1 1
150590 2016 "Porto de Moz" "Pará" 1 2 0.5
150590 2017 "Porto de Moz" "Pará" 1 1 1
150590 2018 "Porto de Moz" "Pará" 2 2 1
150590 2019 "Porto de Moz" "Pará" 1 1 1
150600 2007 "Prainha" "Pará" 3845 3871 0.993283389305089
150600 2008 "Prainha" "Pará" 1276 1281 0.996096799375488
150600 2009 "Prainha" "Pará" 861 885 0.972881355932203
150600 2010 "Prainha" "Pará" 1048 1056 0.992424242424242
150600 2011 "Prainha" "Pará" 743 757 0.981505944517834
150600 2012 "Prainha" "Pará" 418 423 0.988179669030733
150600 2013 "Prainha" "Pará" 14 15 0.933333333333333
150600 2015 "Prainha" "Pará" 1 1 1
150600 2017 "Prainha" "Pará" 8 8 1
150600 2018 "Prainha" "Pará" 4 5 0.8
150600 2019 "Prainha" "Pará" 52 52 1
150610 2007 "Primavera" "Pará" 5 5 1
150610 2008 "Primavera" "Pará" 14 14 1
150610 2009 "Primavera" "Pará" 36 36 1
150610 2011 "Primavera" "Pará" 2 2 1
150610 2012 "Primavera" "Pará" 1 1 1
150611 2007 "Quatipuru" "Pará" 6 8 0.75
150611 2008 "Quatipuru" "Pará" 4 5 0.8
150611 2009 "Quatipuru" "Pará" 10 10 1
150611 2011 "Quatipuru" "Pará" 1 1 1
150611 2012 "Quatipuru" "Pará" 1 1 1
150613 2007 "RedençaÞo" "Pará" 11 15 0.733333333333333
150613 2008 "RedençaÞo" "Pará" 3 3 1
150613 2009 "RedençaÞo" "Pará" 1 2 0.5
150613 2010 "RedençaÞo" "Pará" 2 2 1
150613 2011 "RedençaÞo" "Pará" 1 1 1
150613 2012 "RedençaÞo" "Pará" 8 9 0.888888888888889
150613 2013 "RedençaÞo" "Pará" 10 10 1
150613 2014 "RedençaÞo" "Pará" 9 9 1
150613 2015 "RedençaÞo" "Pará" 13 14 0.928571428571429
150613 2016 "RedençaÞo" "Pará" 9 9 1
150613 2017 "RedençaÞo" "Pará" 2 2 1
150613 2018 "RedençaÞo" "Pará" 1 1 1
150613 2019 "RedençaÞo" "Pará" 8 8 1
150616 2007 "Rio Maria" "Pará" 3 3 1
150616 2008 "Rio Maria" "Pará" 1 1 1
150616 2010 "Rio Maria" "Pará" 2 2 1
150616 2011 "Rio Maria" "Pará" 1 1 1
150616 2012 "Rio Maria" "Pará" 1 1 1
150616 2015 "Rio Maria" "Pará" 1 1 1
150618 2007 "Rondon do Pará" "Pará" 282 295 0.955932203389831
150618 2008 "Rondon do Pará" "Pará" 322 329 0.978723404255319
150618 2009 "Rondon do Pará" "Pará" 200 212 0.943396226415094
150618 2010 "Rondon do Pará" "Pará" 233 272 0.856617647058823
150618 2011 "Rondon do Pará" "Pará" 127 144 0.881944444444444
150618 2012 "Rondon do Pará" "Pará" 95 100 0.95
150618 2013 "Rondon do Pará" "Pará" 1 1 1
150618 2014 "Rondon do Pará" "Pará" 1 1 1
150618 2015 "Rondon do Pará" "Pará" 1 1 1
150618 2016 "Rondon do Pará" "Pará" 1 1 1
150618 2017 "Rondon do Pará" "Pará" 2 2 1
150619 2007 "Rurópolis" "Pará" 9 11 0.818181818181818
150619 2008 "Rurópolis" "Pará" 2 2 1
150619 2009 "Rurópolis" "Pará" 7 11 0.636363636363636
150619 2010 "Rurópolis" "Pará" 48 53 0.905660377358491
150619 2011 "Rurópolis" "Pará" 11 11 1
150619 2012 "Rurópolis" "Pará" 13 14 0.928571428571429
150619 2013 "Rurópolis" "Pará" 9 14 0.642857142857143
150619 2014 "Rurópolis" "Pará" 6 7 0.857142857142857
150619 2015 "Rurópolis" "Pará" 1 1 1
150619 2016 "Rurópolis" "Pará" 15 16 0.9375
150619 2017 "Rurópolis" "Pará" 10 11 0.909090909090909
150619 2018 "Rurópolis" "Pará" 7 7 1
150619 2019 "Rurópolis" "Pará" 3 3 1
150620 2007 "Salinópolis" "Pará" 25 25 1
150620 2008 "Salinópolis" "Pará" 54 54 1
150620 2009 "Salinópolis" "Pará" 37 37 1
150620 2010 "Salinópolis" "Pará" 19 19 1
150620 2011 "Salinópolis" "Pará" 19 19 1
150620 2012 "Salinópolis" "Pará" 10 10 1
150620 2013 "Salinópolis" "Pará" 3 3 1
150620 2018 "Salinópolis" "Pará" 1 1 1
150620 2019 "Salinópolis" "Pará" 2 2 1
150630 2007 "Salvaterra" "Pará" 17 18 0.944444444444444
150630 2008 "Salvaterra" "Pará" 6 8 0.75
150630 2009 "Salvaterra" "Pará" 2 2 1
150630 2011 "Salvaterra" "Pará" 4 4 1
150630 2012 "Salvaterra" "Pará" 5 5 1
150630 2017 "Salvaterra" "Pará" 1 1 1
150630 2018 "Salvaterra" "Pará" 1 1 1
150635 2007 "Santa Bárbara do Pará" "Pará" 5 7 0.714285714285714
150635 2008 "Santa Bárbara do Pará" "Pará" 3 3 1
150635 2009 "Santa Bárbara do Pará" "Pará" 3 3 1
150635 2010 "Santa Bárbara do Pará" "Pará" 2 2 1
150635 2011 "Santa Bárbara do Pará" "Pará" 6 6 1
150635 2012 "Santa Bárbara do Pará" "Pará" 4 5 0.8
150635 2013 "Santa Bárbara do Pará" "Pará" 1 1 1
150635 2014 "Santa Bárbara do Pará" "Pará" 1 1 1
150635 2015 "Santa Bárbara do Pará" "Pará" 1 1 1
150635 2016 "Santa Bárbara do Pará" "Pará" 1 1 1
150635 2017 "Santa Bárbara do Pará" "Pará" 1 1 1
150635 2018 "Santa Bárbara do Pará" "Pará" 1 1 1
150640 2007 "Santa Cruz do Arari" "Pará" 11 12 0.916666666666667
150640 2008 "Santa Cruz do Arari" "Pará" 131 185 0.708108108108108
150640 2009 "Santa Cruz do Arari" "Pará" 732 1012 0.723320158102767
150640 2010 "Santa Cruz do Arari" "Pará" 564 762 0.740157480314961
150640 2011 "Santa Cruz do Arari" "Pará" 488 615 0.79349593495935
150640 2012 "Santa Cruz do Arari" "Pará" 131 188 0.696808510638298
150640 2013 "Santa Cruz do Arari" "Pará" 5 6 0.833333333333333
150640 2016 "Santa Cruz do Arari" "Pará" 1 1 1
150640 2017 "Santa Cruz do Arari" "Pará" 17 17 1
150640 2018 "Santa Cruz do Arari" "Pará" 9 10 0.9
150640 2019 "Santa Cruz do Arari" "Pará" 11 13 0.846153846153846
150650 2007 "Santa Izabel do Pará" "Pará" 564 570 0.989473684210526
150650 2008 "Santa Izabel do Pará" "Pará" 158 170 0.929411764705882
150650 2009 "Santa Izabel do Pará" "Pará" 123 126 0.976190476190476
150650 2010 "Santa Izabel do Pará" "Pará" 3 4 0.75
150650 2011 "Santa Izabel do Pará" "Pará" 4 4 1
150650 2012 "Santa Izabel do Pará" "Pará" 8 8 1
150650 2013 "Santa Izabel do Pará" "Pará" 1 1 1
150650 2016 "Santa Izabel do Pará" "Pará" 1 1 1
150650 2017 "Santa Izabel do Pará" "Pará" 1 1 1
150655 2007 "Santa Luzia do Pará" "Pará" 15 15 1
150655 2008 "Santa Luzia do Pará" "Pará" 6 6 1
150655 2009 "Santa Luzia do Pará" "Pará" 7 7 1
150655 2010 "Santa Luzia do Pará" "Pará" 12 13 0.923076923076923
150655 2013 "Santa Luzia do Pará" "Pará" 3 3 1
150655 2014 "Santa Luzia do Pará" "Pará" 1 1 1
150655 2018 "Santa Luzia do Pará" "Pará" 3 3 1
150655 2019 "Santa Luzia do Pará" "Pará" 1 1 1
150658 2007 "Santa Maria das Barreiras" "Pará" 74 108 0.685185185185185
150658 2008 "Santa Maria das Barreiras" "Pará" 16 25 0.64
150658 2009 "Santa Maria das Barreiras" "Pará" 32 34 0.941176470588235
150658 2010 "Santa Maria das Barreiras" "Pará" 1 1 1
150658 2011 "Santa Maria das Barreiras" "Pará" 1 1 1
150658 2012 "Santa Maria das Barreiras" "Pará" 9 9 1
150658 2013 "Santa Maria das Barreiras" "Pará" 4 4 1
150658 2015 "Santa Maria das Barreiras" "Pará" 4 4 1
150658 2016 "Santa Maria das Barreiras" "Pará" 3 3 1
150658 2017 "Santa Maria das Barreiras" "Pará" 2 2 1
150658 2018 "Santa Maria das Barreiras" "Pará" 1 1 1
150660 2007 "Santa Maria do Pará" "Pará" 2 4 0.5
150660 2008 "Santa Maria do Pará" "Pará" 3 3 1
150660 2009 "Santa Maria do Pará" "Pará" 1 3 0.333333333333333
150660 2010 "Santa Maria do Pará" "Pará" 16 16 1
150660 2011 "Santa Maria do Pará" "Pará" 11 11 1
150660 2012 "Santa Maria do Pará" "Pará" 1 1 1
150660 2013 "Santa Maria do Pará" "Pará" 1 1 1
150660 2016 "Santa Maria do Pará" "Pará" 1 1 1
150660 2019 "Santa Maria do Pará" "Pará" 1 1 1
150670 2007 "Santana do Araguaia" "Pará" 374 507 0.73767258382643
150670 2008 "Santana do Araguaia" "Pará" 128 166 0.771084337349398
150670 2009 "Santana do Araguaia" "Pará" 103 108 0.953703703703704
150670 2010 "Santana do Araguaia" "Pará" 7 7 1
150670 2011 "Santana do Araguaia" "Pará" 1 1 1
150670 2013 "Santana do Araguaia" "Pará" 1 1 1
150670 2014 "Santana do Araguaia" "Pará" 1 1 1
150670 2015 "Santana do Araguaia" "Pará" 2 2 1
150670 2017 "Santana do Araguaia" "Pará" 1 1 1
150670 2019 "Santana do Araguaia" "Pará" 1 1 1
150680 2007 "Santarém" "Pará" 236 316 0.746835443037975
150680 2008 "Santarém" "Pará" 855 879 0.972696245733788
150680 2009 "Santarém" "Pará" 494 502 0.98406374501992
150680 2010 "Santarém" "Pará" 533 545 0.977981651376147
150680 2011 "Santarém" "Pará" 215 250 0.86
150680 2012 "Santarém" "Pará" 131 145 0.903448275862069
150680 2013 "Santarém" "Pará" 39 42 0.928571428571429
150680 2014 "Santarém" "Pará" 16 17 0.941176470588235
150680 2015 "Santarém" "Pará" 15 16 0.9375
150680 2016 "Santarém" "Pará" 5 6 0.833333333333333
150680 2017 "Santarém" "Pará" 27 28 0.964285714285714
150680 2018 "Santarém" "Pará" 7 13 0.538461538461538
150680 2019 "Santarém" "Pará" 12 12 1
150690 2007 "Santarém Novo" "Pará" 60 60 1
150690 2008 "Santarém Novo" "Pará" 93 93 1
150690 2009 "Santarém Novo" "Pará" 114 114 1
150690 2010 "Santarém Novo" "Pará" 61 61 1
150690 2011 "Santarém Novo" "Pará" 6 6 1
150690 2012 "Santarém Novo" "Pará" 10 10 1
150700 2007 "Santo Antônio do Tauá" "Pará" 4 4 1
150700 2009 "Santo Antônio do Tauá" "Pará" 2 2 1
150700 2010 "Santo Antônio do Tauá" "Pará" 3 3 1
150700 2011 "Santo Antônio do Tauá" "Pará" 4 4 1
150700 2012 "Santo Antônio do Tauá" "Pará" 2 2 1
150710 2007 "SaÞo Caetano de Odivelas" "Pará" 4 4 1
150710 2008 "SaÞo Caetano de Odivelas" "Pará" 20 21 0.952380952380952
150710 2009 "SaÞo Caetano de Odivelas" "Pará" 34 34 1
150710 2010 "SaÞo Caetano de Odivelas" "Pará" 4 4 1
150710 2011 "SaÞo Caetano de Odivelas" "Pará" 223 223 1
150710 2012 "SaÞo Caetano de Odivelas" "Pará" 434 436 0.995412844036697
150710 2013 "SaÞo Caetano de Odivelas" "Pará" 104 188 0.553191489361702
150715 2007 "SaÞo Domingos do Araguaia" "Pará" 42 43 0.976744186046512
150715 2008 "SaÞo Domingos do Araguaia" "Pará" 15 15 1
150715 2009 "SaÞo Domingos do Araguaia" "Pará" 12 12 1
150715 2010 "SaÞo Domingos do Araguaia" "Pará" 25 26 0.961538461538462
150715 2011 "SaÞo Domingos do Araguaia" "Pará" 11 21 0.523809523809524
150715 2012 "SaÞo Domingos do Araguaia" "Pará" 7 7 1
150715 2013 "SaÞo Domingos do Araguaia" "Pará" 2 3 0.666666666666667
150715 2015 "SaÞo Domingos do Araguaia" "Pará" 1 1 1
150720 2007 "SaÞo Domingos do Capim" "Pará" 36 40 0.9
150720 2008 "SaÞo Domingos do Capim" "Pará" 42 46 0.91304347826087
150720 2009 "SaÞo Domingos do Capim" "Pará" 63 69 0.91304347826087
150720 2010 "SaÞo Domingos do Capim" "Pará" 60 61 0.983606557377049
150720 2011 "SaÞo Domingos do Capim" "Pará" 15 16 0.9375
150720 2012 "SaÞo Domingos do Capim" "Pará" 13 16 0.8125
150720 2013 "SaÞo Domingos do Capim" "Pará" 2 2 1
150720 2014 "SaÞo Domingos do Capim" "Pará" 2 2 1
150720 2015 "SaÞo Domingos do Capim" "Pará" 1 1 1
150720 2016 "SaÞo Domingos do Capim" "Pará" 1 1 1
150720 2017 "SaÞo Domingos do Capim" "Pará" 3 3 1
150720 2018 "SaÞo Domingos do Capim" "Pará" 6 6 1
150730 2007 "SaÞo Félix do Xingu" "Pará" 521 783 0.665389527458493
150730 2008 "SaÞo Félix do Xingu" "Pará" 146 181 0.806629834254144
150730 2009 "SaÞo Félix do Xingu" "Pará" 294 296 0.993243243243243
150730 2010 "SaÞo Félix do Xingu" "Pará" 497 539 0.922077922077922
150730 2011 "SaÞo Félix do Xingu" "Pará" 130 155 0.838709677419355
150730 2012 "SaÞo Félix do Xingu" "Pará" 460 530 0.867924528301887
150730 2013 "SaÞo Félix do Xingu" "Pará" 32 37 0.864864864864865
150730 2014 "SaÞo Félix do Xingu" "Pará" 159 162 0.981481481481482
150730 2015 "SaÞo Félix do Xingu" "Pará" 112 123 0.910569105691057
150730 2016 "SaÞo Félix do Xingu" "Pará" 384 404 0.95049504950495
150730 2017 "SaÞo Félix do Xingu" "Pará" 23 31 0.741935483870968
150730 2018 "SaÞo Félix do Xingu" "Pará" 10 11 0.909090909090909
150730 2019 "SaÞo Félix do Xingu" "Pará" 17 19 0.894736842105263
150740 2008 "SaÞo Francisco do Pará" "Pará" 1 1 1
150740 2009 "SaÞo Francisco do Pará" "Pará" 5 5 1
150740 2010 "SaÞo Francisco do Pará" "Pará" 2 2 1
150740 2013 "SaÞo Francisco do Pará" "Pará" 1 2 0.5
150740 2017 "SaÞo Francisco do Pará" "Pará" 1 1 1
150745 2007 "SaÞo Geraldo do Araguaia" "Pará" 107 108 0.990740740740741
150745 2008 "SaÞo Geraldo do Araguaia" "Pará" 42 42 1
150745 2009 "SaÞo Geraldo do Araguaia" "Pará" 8 8 1
150745 2010 "SaÞo Geraldo do Araguaia" "Pará" 8 9 0.888888888888889
150745 2011 "SaÞo Geraldo do Araguaia" "Pará" 2 3 0.666666666666667
150745 2012 "SaÞo Geraldo do Araguaia" "Pará" 1 1 1
150745 2016 "SaÞo Geraldo do Araguaia" "Pará" 2 2 1
150745 2017 "SaÞo Geraldo do Araguaia" "Pará" 3 3 1
150746 2007 "SaÞo JoaÞo da Ponta" "Pará" 5 5 1
150746 2008 "SaÞo JoaÞo da Ponta" "Pará" 1 1 1
150746 2009 "SaÞo JoaÞo da Ponta" "Pará" 1 1 1
150746 2010 "SaÞo JoaÞo da Ponta" "Pará" 1 1 1
150746 2011 "SaÞo JoaÞo da Ponta" "Pará" 7 7 1
150746 2012 "SaÞo JoaÞo da Ponta" "Pará" 6 6 1
